year,name,college,position,height,weight,wonderlic,dash40,bench,vert_jump,broad_jump,shuttle,shuttle3,lineman
2002,J.T. O'Sullivan,Cal Davis,QB,74,223,35,4.88,NA,29,107,4.28,7.46,No
2002,Willie Offord,South Carolina,DB,74,215,NA,4.61,22,35,117,NA,NA,No
2002,Tony Okanlawon,Maryland,DB,71,185,NA,4.67,16,38,118,4.39,7.37,No
2002,Will Overstreet,Tennessee,DL,75,259,NA,4.65,21,32.5,116,4.31,7.37,Yes
2002,John Owens,Notre Dame,PC,75,265,NA,*4.77,21,38.5,117,NA,NA,No
2002,Melvin Paige,South Carolina,OL,77,314,NA,5.34,30,23.5,NA,NA,NA,Yes
2002,Anton Palepoi,UNLV,DL,75,279,NA,4.81,24,33.5,114,4.27,7.46,Yes
2002,Justin Peelle,Oregon,PC,77,255,NA,4.75,21,29,110,4.29,7.34,No
2002,Scott Peters,Arizona State,OL,75,300,NA,5.07,36,33.5,97,4.69,7.68,Yes
2002,Adrian Peterson,Georgia Southern,RB,70,214,NA,4.68,14,34,119,4.6,7.59,No
2002,Jermaine Petty,Arkansas,LB,75,261,NA,4.74,20,33.5,114,4.34,NA,No
2002,Jermaine Phillips,Georgia,DB,73,214,NA,4.66,18,31.5,115,NA,NA,No
2002,Dwayne Pierce,Louisiana State,OL,74,319,NA,5.5,NA,26,93,5.23,8.12,Yes
2002,Chester Pitts,San Diego State,OL,76,320,NA,5.22,NA,30,106,4.81,7.84,Yes
2002,Brian Poli-Dixon,UCLA,PC,77,210,NA,4.48,NA,NA,NA,NA,NA,No
2002,Monsanto Pope,Virginia,DL,76,295,NA,5.25,NA,NA,NA,NA,NA,Yes
2002,Mike Pucillo,Auburn,OL,76,317,NA,*5.31,26,NA,NA,NA,NA,Yes
2002,Zach Quaccia,Stanford,OL,76,309,NA,5.37,23,26.5,93,4.6,7.9,Yes
2002,Patrick Ramsey,Tulane,QB,74,219,32,*5.24,NA,33.5,NA,4.09,7.12,No
2002,Antwaan Randle El,Indiana,PC,70,191,NA,4.49,NA,NA,NA,NA,NA,No
2002,Tellis Redmon,Minnesota,RB,71,210,NA,4.61,20,32,113,4.14,7.08,No
2002,Kris Richard,Southern California,DB,71,186,NA,4.47,10,39.5,120,4.15,NA,No
2002,Nick Rogers,Georgia Tech,LB,74,251,NA,4.73,22,36,117,4.19,7.02,No
2002,Victor Rogers,Colorado,OL,78,331,NA,5.57,20,25,93,5.16,9,Yes
2002,Frank Romero,Oklahoma,OL,76,300,NA,5.3,22,27.5,88,4.79,7.66,Yes
2002,Robert Royal,Louisiana State,PC,77,253,NA,4.97,14,31,114,4.27,7.37,No
2002,Cliff Russell,Utah,PC,73,185,NA,4.36,NA,NA,NA,NA,NA,No
2002,Jake Schifino,Akron,PC,73,200,NA,4.49,NA,NA,NA,NA,NA,No
2002,Josh Scobey,Kansas State,RB,73,218,NA,4.42,21,40.5,124,3.93,6.96,No
2002,Greg Scott,Hampton,DL,76,268,NA,4.9,26,32.5,110,4.61,7.5,Yes
2002,Jason Scukanec,BYU,OL,74,304,NA,5.33,30,29,100,4.59,7.87,Yes
2002,Josh Shaw,Michigan State,DL,75,279,NA,*5.08,22,NA,NA,NA,NA,Yes
2002,Rick Sherrod,West Virginia,DB,74,192,NA,4.62,NA,37,119,4.11,7.09,No
2002,Kendall Simmons,Auburn,OL,75,311,NA,5.3,24,28.5,98,4.71,7.84,Yes
2002,Ryan Sims,North Carolina,DL,76,311,NA,*5.09,27,NA,NA,NA,NA,Yes
2002,Bobby Sippio,Western Kentucky,DB,75,214,NA,4.69,12,37,123,4.2,6.78,No
2002,Derek Smith,Kentucky,PC,76,271,NA,4.9,16,28.5,112,4.38,7.46,No
2002,Raonall Smith,Washington State,LB,74,244,NA,4.53,26,42,125,4.11,7.1,No
2002,Steve Smith,Oregon,DB,73,193,NA,4.62,NA,30.5,110,4.22,7,No
2002,Charles Stackhouse,Mississippi,RB,74,252,NA,4.93,20,29,111,4.53,7.63,No
2002,John Stamper,South Carolina,DL,76,265,NA,4.98,24,36.5,112,4.22,7.35,Yes
2002,Connor Stephens,Mississippi State,DL,77,256,NA,4.89,20,36.5,119,4.55,7.5,Yes
2002,Travis Stephens,Tennessee,RB,68,194,NA,4.6,15,32,121,NA,NA,No
2002,Dominique Stevenson,Tennessee,LB,72,231,NA,*4.64,NA,32.5,NA,NA,NA,No
2002,Lawrence Story,Jackson State,PC,77,205,NA,4.63,NA,33.5,114,4.16,7.06,No
2002,Tim Stratton,Purdue,PC,76,251,NA,4.97,15,27,101,NA,NA,No
2002,Jashon Sykes,Colorado,LB,75,236,NA,4.68,23,34.5,116,4.34,7.25,No
2002,Ed Ta'amu,Utah,OL,74,335,NA,5.3,28,29,NA,NA,NA,Yes
2002,Ben Taylor,Virginia Tech,LB,74,236,NA,4.83,19,35.5,120,4.19,6.56,No
2002,Chester Taylor,Toledo,RB,71,213,NA,4.58,22,33,114,NA,NA,No
2002,Bryan Thomas,Alabama-Birmingham,DL,77,266,NA,4.47,33,34.5,NA,NA,NA,Yes
2002,Kevin Thomas,UNLV,DB,71,180,NA,4.64,10,35,122,NA,NA,No
2002,Lew Thomas,Vanderbilt,RB,73,213,NA,*4.59,17,36,115,4.21,6.87,No
2002,Robert Thomas,UCLA,LB,73,229,NA,4.51,21,34,116,4.1,7.21,No
2002,Lamont Thompson,Washington State,DB,73,220,NA,4.59,12,33.5,120,NA,NA,No
2002,Josh Thornhill,Michigan State,LB,74,243,NA,4.69,27,36.5,121,4.19,7.15,No
2002,David Thornton,North Carolina,LB,74,236,NA,4.62,26,35.5,117,4.09,6.93,No
2002,Ryan Tolhurst,Richmond,PC,71,196,NA,4.49,NA,38,123,3.88,6.65,No
2002,Larry Tripplett,Washington,DL,74,305,NA,4.93,NA,30,102,4.35,NA,Yes
2002,Kurt Vollers,Notre Dame,OL,79,321,NA,5.36,30,30.5,NA,NA,NA,Yes
2002,Javon Walker,Florida State,PC,75,210,NA,4.38,NA,39.5,126,4.05,6.86,No
2002,Langston Walker,California,OL,80,344,NA,5.26,21,28.5,102,4.95,8.09,Yes
2002,Lenny Walls,Boston College,DB,76,192,NA,4.67,7,37,120,NA,NA,No
2002,Fred Weary,Tennessee,OL,77,308,NA,5.37,34,32,104,4.63,7.68,Yes
2002,Anthony Weaver,Notre Dame,DL,76,296,NA,4.95,24,32.5,109,4.31,7.37,Yes
2002,Dante Wesley,Arkansas-Pine Bluff,DB,73,211,NA,4.43,15,35,116,4.22,7.25,No
2002,Brian Westbrook,Villanova,RB,69,200,NA,4.57,26,37,118,NA,7.09,No
2002,Greg White,Minnesota,DL,75,268,NA,4.9,20,31.5,114,4.36,7.4,Yes
2002,Brian Williams,North Carolina State,DB,73,207,NA,4.57,19,39,122,4.2,7.21,No
2002,Chad Williams,Southern Mississippi,DB,70,207,NA,4.58,20,36.5,121,NA,6.96,No
2002,Leveron Williams,Indiana,RB,75,224,NA,*4.66,16,NA,NA,NA,NA,No
2002,Mike Williams,Texas,OL,78,375,NA,*5.30,29,30,101,NA,NA,Yes
2002,Ricky Williams,Texas Tech,RB,67,190,NA,4.47,19,32.5,110,NA,NA,No
2002,Roosevelt Williams,Tuskegee,DB,73,204,NA,4.63,23,38,123,NA,NA,No
2002,Roy Williams,Oklahoma,DB,73,219,NA,4.53,13,30.5,115,NA,NA,No
2002,Tank Williams,Stanford,DB,75,222,NA,4.46,19,38.5,125,3.93,6.78,No
2002,Coy Wire,Stanford,DB,73,209,NA,*4.56,28,38.5,120,3.87,6.62,No
2002,Tracey Wistrom,Nebraska,PC,76,245,NA,4.92,17,33.5,114,4.1,7.09,No
2002,Will Witherspoon,Georgia,LB,74,231,NA,4.68,25,38,122,4.21,7.09,No
2002,Chris Young,Georgia Tech,DB,73,210,NA,4.63,23,36.5,121,NA,NA,No
2002,Greg Zolman,Vanderbilt,QB,74,220,23,4.93,NA,34,112,4.14,7.06,No
2001,Keith Adams,Clemson,LB,71,219,NA,4.82,24,NA,104,NA,NA,No
2001,Dan Alexander,Nebraska,RB,73,257,NA,4.47,15,34,115,4.16,7.34,No
2001,Brian Allen,Florida State,LB,73,238,NA,*4.65,25,NA,NA,NA,NA,No
2001,David Allen,Kansas State,RB,69,194,NA,4.62,15,31,NA,NA,NA,No
2001,Will Allen,Syracuse,DB,71,192,NA,4.44,14,39.5,121,3.9,6.78,No
2001,Scotty Anderson,Grambling State (LA),PC,74,184,NA,*4.57,NA,34.5,115,NA,NA,No
2001,Adam Archuleta,Arizona State,DB,73,211,NA,*4.46,31,NA,NA,NA,NA,No
2001,Tom Ashworth,Colorado,OL,78,293,NA,5.11,20,33.5,109,4.87,7.2,Yes
2001,Billy Baber,Virginia,PC,76,255,NA,4.76,22,33,106,4.19,7.12,No
2001,Jeff Backus,Michigan,OL,78,310,NA,5.37,25,27,99,4.67,8.4,Yes
2001,Alex Bannister,Eastern Kentucky,PC,77,201,NA,4.47,NA,30.5,110,NA,NA,No
2001,Kevan Barlow,Pittsburgh,RB,73,235,NA,4.56,NA,32,NA,NA,NA,No
2001,Idrees Bashir,Memphis,DB,74,206,NA,4.56,22,40,126,4.25,7.14,No
2001,Gary Baxter,Baylor,DB,74,204,NA,4.53,NA,37.5,122,4.21,7.39,No
2001,Jonathan Beasley,Kansas State,QB,73,227,20,4.85,NA,29.5,102,4.38,7.55,No
2001,Monty Beisel,Kansas State,DL,76,270,NA,4.83,26,34.5,110,4.3,7.32,Yes
2001,Kendrell Bell,Georgia,LB,73,234,NA,4.64,24,38.5,124,4.5,7.25,No
2001,Marcus Bell,Memphis,DL,74,319,NA,5.32,17,NA,98,4.71,8.07,Yes
2001,Michael Bennett,Wisconsin,RB,69,207,NA,4.38,13,39.5,NA,NA,NA,No
2001,Eddie Berlin,Northern Iowa,PC,73,191,NA,4.43,NA,39.5,122,4.08,6.78,No
2001,Cory Bird,Virginia Tech,DB,70,217,NA,*4.60,22,NA,NA,NA,NA,No
2001,Darvell Bivens,Northwestern State (LA),RB,70,255,NA,4.97,32,33.5,108,4.38,7.81,No
2001,Randy Black,UNLV,DB,73,205,NA,4.74,NA,35.5,115,4.2,7.14,No
2001,Harold Blackmon,Northwestern,DB,73,210,NA,4.54,17,37,121,4.28,7.03,No
2001,Derrick Blaylock,Stephen F Austin,RB,70,194,NA,4.36,18,35.5,NA,4.09,7.05,No
2001,Josh Booty,Louisiana State,QB,75,221,27,4.9,NA,29.5,105,4.48,7.54,No
2001,Jarvis Borum,North Carolina State,OL,79,332,NA,5.05,25,30.5,107,4.83,8.5,Yes
2001,James Boyd,Penn State,DB,71,207,NA,4.59,NA,32.5,117,4.24,7.29,No
2001,Roylin Bradley,Texas A&M,LB,73,243,NA,4.67,19,34,114,4.28,7.16,No
2001,Drew Brees,Purdue,QB,73,213,28,4.83,NA,32,105,4.21,7.09,No
2001,Sean Brewer,San Jose State,PC,76,255,NA,4.73,14,36,117,4.18,7.37,No
2001,Chris Brown,Georgia Tech,OL,77,329,NA,*5.33,30,NA,NA,NA,NA,Yes
2001,Kenny Bryant,Jackson State,DB,71,190,NA,4.65,10,37.5,117,4.15,7.52,No
2001,Correll Buckhalter,Nebraska,RB,73,226,NA,4.53,11,40,NA,4.06,7.08,No
2001,Derrick Burgess,Mississippi,DL,75,264,NA,4.92,24,40,125,NA,7.85,Yes
2001,Jerametrius Butler,Kansas State,DB,70,173,NA,4.57,11,36,121,4.4,7.22,No
2001,John Capel,Florida,PC,71,177,NA,4.39,NA,36.5,126,NA,NA,No
2001,Elliott Carson,Vanderbilt,PC,77,246,NA,4.9,16,36,115,4.21,7.52,No
2001,Robert Carswell,Clemson,DB,73,214,NA,*4.59,21,34,106,4.18,7.14,No
2001,Andre Carter,California,DL,77,249,NA,*4.84,20,38.5,132,4.24,NA,Yes
2001,Jonathan Carter,Troy,PC,73,180,NA,4.35,NA,42.5,134,4.25,7.28,No
2001,Quincy Carter,Georgia,QB,74,225,30,4.58,NA,35.5,113,4.12,7.12,No
2001,Quinton Caver,Arkansas,LB,76,227,NA,4.67,23,37.5,118,4.25,7.66,No
2001,Chris Chambers,Wisconsin,PC,73,210,NA,*4.33,NA,45,134,4,NA,No
2001,Derrick Chambers,Florida,DL,76,299,NA,4.98,32,NA,NA,NA,NA,Yes
2001,Patrick Chukwurah,Wyoming,LB,74,238,NA,4.77,24,40,119,4.21,7.34,No
2001,Tay Cody,Florida State,DB,69,181,NA,*4.55,11,NA,NA,NA,NA,No
2001,Justin Coleman,Nebraska-Kearney,QB,77,238,31,5.22,NA,29.5,101,4.62,7.78,No
2001,Derek Combs,Ohio State,RB,73,193,NA,4.42,8,35,NA,4.07,6.96,No
2001,Jameel Cook,Illinois,RB,70,226,NA,4.8,17,29.5,108,4.38,7.55,No
2001,Chris Cooper,Nebraska-Omaha,DL,77,272,NA,4.95,24,35.5,114,4.21,7.12,Yes
2001,Jarrod Cooper,Kansas State,DB,73,222,NA,4.45,NA,41.5,130,3.9,6.87,No
2001,Rodney Crayton,Auburn,DB,68,178,NA,4.6,13,35.5,118,4.4,7.25,No
2001,Rick Crowell,Colorado State,LB,75,242,NA,5.03,19,31,109,4.3,7.54,No
2001,Corey Crume,Eastern Kentucky,RB,71,225,NA,4.76,15,37,NA,4.32,7.36,No
2001,Alge Crumpler,North Carolina,PC,75,266,NA,4.76,22,34,112,4.43,7.38,No
2001,Will Cuthbert,Alabama,OL,77,318,NA,5.53,17,24.5,91,5.06,8.85,Yes
2001,Ennis Davis,Southern California,DL,76,302,NA,*5.10,23,27.5,99,4.9,8,Yes
2001,Leonard Davis,Texas,OL,78,370,NA,5.32,33,28,105,5.18,8.2,Yes
2001,Rick DeMulling,Idaho,OL,76,307,NA,5.24,32,31.5,106,4.6,7.62,Yes
2001,Ryan Diem,Northern Illinois,OL,79,338,NA,5.13,NA,34,102,4.46,7,Yes
2001,Tony Dixon,Alabama,DB,73,213,NA,4.63,17,37,117,NA,7.38,No
2001,Charron Dorsey,Florida State,OL,78,348,NA,6.03,16,NA,NA,NA,NA,Yes
2001,Eric Downing,Syracuse,DL,76,302,NA,5.23,27,NA,NA,NA,NA,Yes
2001,Shawn Draper,Alabama,OL,76,303,NA,5.3,17,32,110,NA,NA,Yes
2001,Patrick Dyson,Utah,DB,71,192,NA,*4.55,NA,31.5,114,NA,NA,No
2001,Nijrell Eason,Arizona State,DB,73,210,NA,*4.59,19,34.5,119,NA,NA,No
2001,Ron Edwards,Texas A&M,DL,75,293,NA,4.86,NA,NA,NA,NA,NA,Yes
2001,Heath Evans,Auburn,RB,73,246,NA,4.56,30,34.5,111,4.24,7.3,No
2001,Mario Fatafehi,Kansas State,DL,74,295,NA,5.29,NA,NA,NA,NA,NA,Yes
2001,Robert Ferguson,Texas A&M,PC,73,205,NA,4.48,NA,36.5,120,4.07,7.24,No
2001,Bill Ferrario,Wisconsin,OL,74,314,NA,*5.30,17,NA,NA,NA,NA,Yes
2001,Dauntae' Finger,North Carolina,PC,76,262,NA,5.09,15,33.5,103,4.59,7.95,No
2001,Richmond Flowers,Tennessee-Chattanooga,PC,71,195,NA,4.55,NA,35.5,114,3.96,6.98,No
2001,Kynan Forney,Hawaii,OL,75,312,NA,5.28,23,27,97,4.77,8.5,Yes
2001,Shawn Forte,Maryland,DB,73,204,NA,*4.54,20,NA,NA,NA,NA,No
2001,Curtis Fuller,Texas Christian,DB,70,186,NA,4.45,18,36,114,4.21,7.2,No
2001,Mike Gandy,Notre Dame,OL,77,305,NA,*5.20,NA,30.5,103,4.71,8.03,Yes
2001,Rod Gardner,Clemson,PC,74,219,NA,*4.48,NA,36,NA,NA,NA,No
2001,Roberto Garza,Texas A&M-Kingsville,OL,74,303,NA,5,37,32.5,114,4.53,7.71,Yes
2001,Reggie Germany,Ohio State,PC,73,183,NA,4.39,NA,32,NA,NA,NA,No
2001,Derrick Gibson,Florida State,DB,74,218,NA,*4.45,17,NA,NA,NA,NA,No
2001,Jason Glenn,Texas A&M,LB,73,236,NA,4.94,14,36,115,4.31,7.16,No
2001,Kenneth Grant,Kentucky,DB,70,202,NA,4.53,NA,39,109,4.34,7.15,No
2001,Morlon Greenwood,Syracuse,LB,73,237,NA,4.69,21,33.5,112,4.08,NA,No
2001,Shane Griggs,Idaho State,QB,76,199,29,4.83,NA,NA,NA,NA,NA,No
2001,Adam Haayer,Minnesota,OL,78,298,NA,*5.30,23,NA,NA,NA,NA,Yes
2001,Corey Hall,Appalachian State (NC),DB,76,198,NA,4.5,14,36.5,127,NA,NA,No
2001,Ben Hamilton,Minnesota,OL,77,303,NA,5.26,17,33.5,106,4.62,7.62,Yes
2001,Casey Hampton,Texas,DL,73,314,NA,*5.25,34,NA,NA,NA,NA,Yes
2001,Antoine Harris,Southern California,PC,76,260,NA,4.93,11,26,NA,NA,NA,No
2001,Shaunard Harts,Boise State,DB,73,200,NA,4.56,12,34.5,119,NA,7.14,No
2001,Edgerton Hartwell,Western Illinois,LB,73,250,NA,4.86,18,36.5,114,4.56,7.64,No
2001,Tim Hasselbeck,Boston College,QB,73,211,23,4.83,NA,33,113,4.4,7.27,No
2001,Reggie Hayward,Iowa State,DL,77,255,NA,4.91,21,41,127,4.43,7.43,Yes
2001,Todd Heap,Arizona State,PC,77,252,NA,4.68,22,32,NA,NA,NA,No
2001,Jamie Henderson,Georgia,DB,74,202,NA,4.48,10,40.5,125,4.12,6.9,No
2001,Anthony Henry,South Florida,DB,73,198,NA,4.6,15,41,126,4.21,6.92,No
2001,Travis Henry,Tennessee,RB,69,223,NA,4.61,23,35.5,NA,NA,NA,No
2001,Anthony Herron,Iowa,DL,75,280,NA,5.16,26,36,114,4.43,7.58,Yes
2001,Josh Heupel,Oklahoma,QB,74,215,30,4.85,NA,37.5,114,4.15,7.18,No
2001,Renaldo Hill,Michigan State,DB,71,178,NA,4.68,10,35.5,116,4.18,7.03,No
2001,Russ Hochstein,Nebraska,OL,76,300,NA,5.4,16,26.5,95,4.6,7.85,Yes
2001,Sedrick Hodge,North Carolina,LB,76,244,NA,4.49,21,32,120,4.09,NA,No
2001,Paul Hogan,Alabama,OL,75,290,NA,5.5,26,29,102,4.54,7.78,Yes
2001,Jabari Holloway,Notre Dame,PC,75,253,NA,4.91,20,38.5,113,4.4,7.14,No
2001,Menson Holloway,Texas-El Paso,DL,74,284,NA,*4.90,19,34.5,111,4.43,7.54,Yes
2001,Rashad Holman,Louisville,DB,71,186,NA,4.58,6,42,129,3.85,7.09,No
2001,Derek Homer,Kentucky,RB,69,194,NA,4.6,NA,32.5,NA,4.3,7.24,No
2001,Margin Hooks,BYU,PC,71,191,NA,4.5,NA,36,116,4.18,7.08,No
2001,Willie Howard,Stanford,DL,76,295,NA,*4.94,23,NA,NA,NA,NA,Yes
2001,John Howell,Colorado State,DB,73,204,NA,4.64,14,37,121,4.12,6.87,No
2001,Orlando Huff,Fresno State,LB,75,245,NA,*4.70,16,NA,NA,NA,NA,No
2001,Steve Hutchinson,Michigan,OL,77,315,NA,5.15,31,33.5,106,4.74,7.82,Yes
2001,James Jackson,Miami,RB,71,210,NA,4.55,NA,35,NA,NA,NA,No
2001,Cedric James,Texas Christian,PC,74,204,NA,*4.49,NA,43,134,NA,NA,No
2001,Michael Jameson,Texas A&M,DB,73,186,NA,4.5,9,34.5,118,4.2,7.13,No
2001,Kris Jenkins,Maryland,DL,77,316,NA,5.19,33,31,108,4.41,7.86,Yes
2001,Ortege Jenkins,Arizona,QB,73,234,14,4.82,NA,34.5,108,4.4,7.32,No
2001,Jonas Jennings,Georgia,OL,76,334,NA,5.31,31,29.5,107,4.93,8.5,Yes
2001,Ligarius Jennings,Tennessee State,DB,70,202,NA,4.67,11,34,120,4.07,7.07,No
2001,Chad Johnson,Oregon State,PC,73,192,NA,4.57,NA,33,108,4.14,7.51,No
2001,Jevaris Johnson,Georgia,PC,78,257,NA,4.9,18,29,NA,NA,NA,No
2001,Rudi Johnson,Auburn,RB,70,227,NA,4.57,24,37.5,NA,4.22,7.32,No
2001,Kenyatta Jones,South Florida,OL,75,306,NA,5.01,31,NA,NA,NA,NA,Yes
2001,Lamont Jordan,Maryland,RB,70,234,NA,4.57,24,37,NA,NA,NA,No
2001,Bhawoh Jue,Penn State,DB,73,199,NA,4.54,NA,34.5,113,4.21,7.21,No
2001,Kevin Kasper,Iowa,PC,73,199,NA,4.42,NA,43.5,126,3.73,6.56,No
2001,Michael Keathley,Texas Christian,OL,76,308,NA,5.24,28,32.5,NA,NA,NA,Yes
2001,Eric Kelly,Kentucky,DB,71,199,NA,4.46,15,36,119,4.18,7.24,No
2001,Rod Kelly,Northeastern State (OK),DL,77,254,NA,4.93,20,28.5,114,4.55,7.93,Yes
2001,Andre King,Miami,PC,73,199,NA,*4.61,NA,35.5,NA,NA,NA,No
2001,Ross Kolodziej,Wisconsin,DL,75,290,NA,4.87,25,34.5,111,4.36,7.32,Yes
2001,Justin Kurpeikis,Penn State,DL,76,252,NA,4.97,22,31.5,118,4.1,6.82,Yes
2001,George Layne,Texas Christian,RB,73,242,NA,4.59,NA,32,115,4.19,7.08,No
2001,Matt Lehr,Virginia Tech,OL,74,290,NA,5.28,28,31.5,106,4.44,7.4,Yes
2001,Cleo Lemon,Arkansas State,QB,74,226,18,4.87,NA,35.5,106,4.27,7.33,No
2001,Damione Lewis,Miami,DL,75,293,NA,*4.90,22,NA,NA,NA,NA,Yes
2001,Victor Leyva,Arizona State,OL,76,313,NA,5.33,37,30,105,4.77,8.3,Yes
2001,Matt Light,Purdue,OL,77,311,NA,5.29,26,NA,NA,4.49,7.3,Yes
2001,Alex Lincoln,Auburn,LB,73,251,NA,4.77,22,35,111,NA,NA,No
2001,DeAngelo Lloyd,Tennessee,DL,77,264,NA,*4.88,15,NA,NA,NA,NA,Yes
2001,Arther Love,South Carolina State,PC,76,236,NA,4.75,24,36,NA,NA,NA,No
2001,LaShaun Mack,Norfolk State (VA),OL,75,299,NA,5.56,17,26.5,92,4.99,8.59,Yes
2001,Brandon Manumaleuna,Arizona,PC,74,275,NA,4.99,NA,30,106,4.26,7.49,No
2001,David Martin,Tennessee,PC,76,242,NA,*4.76,NA,37,127,NA,NA,No
2001,Deuce McAllister,Mississippi,RB,73,222,NA,4.41,20,37.5,NA,NA,NA,No
2001,Justin McCareins,Northern Illinois,PC,74,209,NA,4.51,NA,41,129,3.99,7.06,No
2001,Dustin McClintock,Alabama,RB,74,259,NA,5.31,7,30,105,4.58,8.1,No
2001,Quentin McCord,Kentucky,PC,70,191,NA,4.48,NA,36.5,112,4.18,7.17,No
2001,Marlon McCree,Kentucky,DB,71,197,NA,4.62,10,38,117,4.14,7.36,No
2001,Kareem McKenzie,Penn State,OL,78,328,NA,5.33,20,33,103,4.8,7.87,Yes
2001,Mike McMahon,Rutgers,QB,75,207,27,4.57,NA,37.5,124,4.12,7.12,No
2001,Shad Meier,Kansas State,PC,77,256,NA,4.85,20,34,113,4.15,7.14,No
2001,Willie Middlebrooks,Minnesota,DB,74,200,NA,*4.50,17,NA,NA,NA,NA,No
2001,Romaro Miller,Mississippi,QB,73,205,11,4.61,NA,35,110,4.51,7.4,No
2001,Shawn Mills,Southern Mississippi,PC,73,180,NA,4.51,NA,34.5,116,4.15,7.12,No
2001,Snoop Minnis,Florida State,PC,73,171,NA,4.57,NA,37.5,115,4.07,7.06,No
2001,Travis Minor,Florida State,RB,70,197,NA,4.44,9,32,NA,NA,NA,No
2001,Dwayne Missouri,Northwestern,DL,77,258,NA,5.03,21,38,116,4.4,7.5,Yes
2001,Freddie Mitchell,UCLA,PC,73,185,NA,4.46,NA,39.5,120,4.06,6.95,No
2001,Hodges Mitchell,Texas,RB,67,180,NA,*4.53,15,32.5,NA,NA,NA,No
2001,Mario Monds,Cincinnati,DL,75,342,NA,5.04,NA,28.5,99,4.73,8.06,Yes
2001,Keon Moore,Southern Mississippi,DB,71,193,NA,4.56,10,37.5,119,4.25,7.06,No
2001,Quincy Morgan,Kansas State,PC,73,211,NA,*4.48,NA,33,NA,NA,NA,No
2001,Santana Moss,Miami,PC,70,181,NA,*4.31,NA,42,NA,NA,NA,No
2001,Leonard Myers,Miami,DB,70,190,NA,4.65,13,37,120,4.16,7.21,No
2001,Brian Natkin,Texas-El Paso,PC,74,251,NA,4.95,20,27,98,4.59,7.78,No
2001,Carl Nesmith,Kansas,DB,74,223,NA,4.95,5,31.5,112,NA,NA,No
2001,Bobby Newcombe,Nebraska,PC,71,195,NA,4.53,NA,37,117,3.98,6.86,No
2001,Richard Newsome,Michigan State,DB,71,203,NA,*4.59,14,NA,NA,NA,NA,No
2001,Mathias Nkwenti,Temple,OL,76,293,NA,5.57,29,35.5,113,4.18,7.66,Yes
2001,Dennis Norman,Princeton,OL,76,305,NA,5.16,25,35,107,4.72,8.08,Yes
2001,Moran Norris,Kansas,RB,73,250,NA,4.63,37,31,114,4.5,7.56,No
2001,Dan O'Leary,Notre Dame,PC,76,252,NA,5.02,16,32,113,4.31,7.4,No
2001,Ifeanyi Ohalete,Southern California,DB,74,221,NA,*4.64,16,NA,NA,NA,NA,No
2001,Chukky Okobi,Purdue,OL,73,316,NA,5.27,24,32.5,103,4.61,7.87,Yes
2001,Jesse Palmer,Florida,QB,74,231,32,4.78,NA,35.5,112,4.29,7.13,No
2001,Saul Patu,Oregon,DL,75,272,NA,5.01,22,30.5,112,4.43,7.52,Yes
2001,Tupe Peko,Michigan State,OL,76,301,NA,5.36,18,28,92,4.56,8.1,Yes
2001,Devonte Peterson,Catawba,DL,75,275,NA,*5.02,31,NA,NA,NA,NA,Yes
2001,Will Peterson,Western Illinois,DB,73,197,NA,*4.51,13,38.5,120,NA,NA,No
2001,Jeremiah Pharms,Washington,LB,73,257,NA,4.91,NA,32.5,106,4.53,7.37,No
2001,Carlos Polk,Nebraska,LB,74,251,NA,4.76,NA,NA,NA,NA,NA,No
2001,Nate Poole,Marshall,PC,74,198,NA,4.79,NA,32.5,112,4.22,7.26,No
2001,Ryan Prince,Weber State (UT),PC,77,257,NA,4.99,20,31,102,4.45,7.65,No
2001,Casey Rabach,Wisconsin,OL,77,298,NA,5.23,19,34.5,NA,NA,NA,Yes
2001,Dominic Raiola,Nebraska,OL,74,307,NA,5.13,29,33,108,4.35,7.55,Yes
2001,Ken-Yon Rambo,Ohio State,PC,73,196,NA,*4.34,NA,39,NA,NA,NA,No
2001,Ray Redziniak,Illinois,OL,75,296,NA,5.5,32,27,92,4.77,8.17,Yes
2001,Jamal Reynolds,Florida State,DL,75,267,NA,4.72,NA,NA,NA,NA,NA,Yes
2001,Karon Riley,Minnesota,DL,75,264,NA,4.75,NA,NA,NA,NA,NA,Yes
2001,David Rivers,Western Carolina,QB,75,223,27,4.73,NA,31.5,115,4.2,7.37,No
2001,Marcellus Rivers,Oklahoma State,PC,77,247,NA,4.84,7,32.5,113,4.25,7.04,No
2001,Mike Roberg,Idaho,PC,77,256,NA,4.75,16,34.5,117,4.4,7.28,No
2001,Bernard Robertson,Tulane,OL,75,308,NA,5.24,19,30,106,4.58,8.06,Yes
2001,Koren Robinson,North Carolina State,PC,74,211,NA,4.61,NA,38.5,123,NA,NA,No
2001,Kendrick Rogers,Central Missouri,OL,77,311,NA,*5.16,23,NA,NA,NA,NA,Yes
2001,Sage Rosenfels,Iowa State,QB,77,228,32,4.74,NA,34,107,4.29,7.07,No
2001,Jace Sayler,Michigan State,DL,77,294,NA,5.06,29,31,105,4.59,7.81,Yes
2001,John Schlecht,Minnesota,DL,73,295,NA,4.95,27,31.5,101,4.3,7.45,Yes
2001,Aaron Schobel,Texas Christian,DL,76,263,NA,*4.75,NA,38,119,4.03,7.16,Yes
2001,Carey Scott,Kentucky State,DB,71,208,NA,4.65,NA,30,113,4.18,7.52,No
